"id","submitdate","lastpage","startlanguage","D0Q1[SQ001]","D0Q1[SQ004]","D0Q1[SQ005]","D0Q1[SQ006]","D0Q1[SQ007]","D0Q1[SQ008]","D0Q1[SQ009]","D0Q1[SQ010]","D0Q1[SQ003]","D0Q1[SQ014]","D0Q1[SQ002]","D0Q1[SQ011]","D0Q1[SQ012]","D0Q1[SQ013]","D0Q2[0]","D0Q2[1]","D0Q2[2]","D0Q2[3]","D0Q2[4]","D0Q2[5]","D0Q2[6]","D0Q2[7]","D0Q2[8]","D0Q22[9]","D0Q22[10]","D0Q22[11]","D0Q22[12]","D0Q22[13]","D0Q22[14]","D0Q22[15]","D0Q3","D0Q4","D0Q5[1]","D0Q5[2]","D0Q5[3]","D0Q5[4]","D0Q5[5]","D0Q5[6]","D0Q5[7]","D0Q5[8]","D0Q5[9]","D0Q5F[1]","D0Q5F[2]","D0Q5F[3]","D0Q5F[4]","D0Q5F[5]","D0Q5F[6]","D0Q5F[7]","D1Q7","D1Q8","D2Q10","D2Q12","D2Q12[comment]","D0Q13","D0Q13[comment]","D1Q14[1]","D1Q14[2]","D1Q14[3]","D1Q14[4]","D1Q14[5]","D1Q14[6]","D1Q14[7]","D1Q14[other]","D3Q15","D3Q16","D2Q25","D2Q26","D5Q27","D3Q17","D4Q18","D5Q19","D5Q19[comment]","D1Q20","D5Q21","D5Q22[1]","D5Q22[2]","D5Q22[3]","D5Q22[4]","D5Q22[5]","D5Q22[6]","D5Q22[7]","D5Q22[8]","D5Q22[9]","D5Q22[10]","D5Q22[11]","D5Q22[other]","D2Q23","D3Q24","D4Q28","D4Q9[1]","D4Q9[2]","D4Q9[3]","D4Q9[4]","D4Q9[5]","D4Q9[6]","D4Q9[7]","D4Q9[8]","D4Q9[9]","D4Q9[10]","D4Q9[11]","D4Q9[12]","D4Q9[13]","D4Q9[14]","D4Q9[other]","D2Q6","D2Q6[comment]","D2Q11[1]","D2Q11[2]","D2Q11[3]","D2Q11[4]","D2Q11[5]","D2Q11[6]","D4Q29","Demo1","Demo2","Demo3","Demo3[other]","Demo4","Demo4[other]","Demo5","Demo6","Demo7","Other1","interviewtime","groupTime765","D0Q1Time","D0Q2Time","D0Q22Time","D0Q3Time","D0Q4Time","D0Q5Time","D0Q5FTime","groupTime766","D1Q7Time","D1Q8Time","D2Q10Time","D2Q12Time","D0Q13Time","groupTime768","D1Q14Time","D3Q15Time","D3Q16Time","D2Q25Time","D2Q26Time","D5Q27Time","groupTime769","D3Q17Time","D4Q18Time","D5Q19Time","D1Q20Time","D5Q21Time","D5Q22Time","D2Q23Time","D3Q24Time","groupTime771","D4Q28Time","D4Q9Time","D2Q6Time","D2Q11Time","D4Q29Time","groupTime772","Demo1Time","Demo2Time","Demo3Time","Demo4Time","Demo5Time","Demo6Time","Demo7Time","Other1Time"
"16","1980-01-01 00:00:00","6","de","Ja","Ja","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","5","5","2","5","1","4","1","1","1","1","1","3","1","1","3","1","","5","4","4","2","4","4","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","1","Nutze ich nicht","Nutze ich nicht","3","Nutze ich nicht","2","Nutze ich nicht","Ja","Ja","3","Ja","DuckDuckGo","Ja","","Nein","Nein","Nein","Nein","Nein","Ja","Nein","","Nein","","","","","Nein","Weiß nicht","","","Nein","Nein","Nein","Ja","Nein","Nein","Ja","Ja","Nein","Nein","Nein","Nein","Nein","","3","3","4","Ja","Ja","Ja","Ja","Ja","Nein","Ja","Ja","Nein","Ja","Ja","Ja","Ja","Ja","","Nein","","1","1","1","3","2","3","3","männlich","21.0000000000","Abitur/Fachabitur","","Student/-in","","5","5","Nein","","307.83","118.25","","","","","","","","35.8","","","","","","35.66","","","","","","","44.17","","","","","","","","","52.22","","","","","","21.73","","","","","","","",""
"17","1980-01-01 00:00:00","6","de","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Ja","Nein","5","1","1","5","5","4","2","1","1","1","1","2","2","1","1","1","1","","5","Nutze ich nicht","Nutze ich nicht","5","5","1","4","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","1","1","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Ja","Ja","3","Ja","yahoo, bing","Ja","google ist übersichtlicher, man ist daran gewöhnt","Nein","Nein","Ja","Nein","Ja","Nein","Nein","","Weiß nicht","","Nein","","","Nein","Ja","","","Ja","Nein","Nein","Nein","Nein","Ja","Ja","Nein","Ja","Nein","Nein","Nein","Nein","","3","3","1","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","Nein","","4","2","2","3","3","1","2","weiblich","18.0000000000","Realschulabschluss","","Sonstiges","Schüler/-in","2","2","Ja","","680.24","354.32","","","","","","","","113.58","","","","","","51.31","","","","","","","48.62","","","","","","","","","59.31","","","","","","53.1","","","","","","","",""
"18","1980-01-01 00:00:00","6","de","Ja","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","1","2","2","4","1","3","1","1","1","1","1","1","1","1","1","1","","4","Nutze ich nicht","1","1","3","3","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Ja","Nein","1","Ja","Yahoo, icq-search, bing, filestube, etc.","Ja","","Nein","Nein","Nein","Nein","Nein","Ja","Nein","","Nein","","","","","Nein","Ja","","","Weiß nicht","Weiß nicht","Nein","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","","2","2","3","Ja","Ja","Nein","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Ja","Nein","","Weiß nicht","","1","1","1","1","1","1","1","männlich","18.0000000000","Realschulabschluss","","Sonstiges","Schüler","3","3","Nein","","711.48","166.82","","","","","","","","188.7","","","","","","49.8","","","","","","","66.66","","","","","","","","","110.43","","","","","","129.07","","","","","","","",""
"21","1980-01-01 00:00:00","6","de","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Ja","5","1","5","2","5","1","2","1","1","1","1","2","3","1","1","1","1","","5","1","5","1","5","1","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","1","2","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Ja","Weiß nicht","1","Weiß nicht","","","","Ja","Ja","Ja","Nein","Ja","Nein","Nein","","Weiß nicht","","","","","Weiß nicht","","","","Weiß nicht","Ja","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","1","2","3","Ja","Ja","Ja","Nein","Ja","Nein","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","","Weiß nicht","","4","2","3","2","3","4","5","weiblich","17.0000000000","Realschulabschluss","","Sonstiges","Schüler","4","3","Nein","","571.32","170.57","","","","","","","","44.45","","","","","","26.34","","","","","","","64.6","","","","","","","","","100.17","","","","","","165.19","","","","","","","",""
"22","1980-01-01 00:00:00","6","de","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Nein","Nein","Ja","Nein","5","4","1","1","5","1","4","1","1","1","1","1","2","1","1","1","2","Privat und Universität","5","4","Nutze ich nicht","1","5","5","1","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","1","2","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Ja","Ja","2","Ja","Bing, Yahoo","Ja","Gewohnheit","Ja","Nein","Nein","Nein","Nein","Ja","Nein","","Ja","Auf mich zugeschnittene Benutzung, Vereinfachung der Bedienung, Informationen bereitstellen die für mich wichtig sind","","","","Nein","Ja","","","Weiß nicht","Nein","Ja","Ja","Nein","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Nein","","3","2","2","Ja","Ja","Ja","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Ja","Nein","","Nein","","4","2","3","2","4","4","2","weiblich","20.0000000000","Abitur/Fachabitur","","Student/-in","","3","2","Nein","","710.85","267.16","","","","","","","","59.87","","","","","","130.87","","","","","","","42.18","","","","","","","","","88.96","","","","","","121.81","","","","","","","",""
"23","1980-01-01 00:00:00","6","de","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","3","4","5","4","2","3","1","1","2","2","3","3","2","2","3","1","","5","4","4","5","4","4","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","2","Nutze ich nicht","2","3","Nutze ich nicht","3","Nutze ich nicht","Ja","Ja","3","Ja","Bing, Yahoo","Ja","Bessere Ergebnisse bei der Suche","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Weiß nicht","Nein","","","","","Nein","Nein","","","Weiß nicht","Nein","Ja","Nein","Ja","Ja","Ja","Nein","Ja","Nein","Nein","Nein","Nein","","3","4","3","Ja","Ja","Nein","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Arbeitgeber","Nein","","4","2","2","3","5","4","3","männlich","0.0000000000","","","","","","","N/A","","444.26","96.5","","","","","","","","83.97","","","","","","130.14","","","","","","","53.44","","","","","","","","","59.85","","","","","","20.36","","","","","","","",""
"24","1980-01-01 00:00:00","6","de","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","4","3","5","4","4","1","2","1","1","1","1","1","3","1","1","4","mehr als 2","Anonymität im Internet behalten ","4","4","5","4","4","3","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","2","3","Nutze ich nicht","4","Nutze ich nicht","Ja","Ja","4","Ja","Bing, yahoo ","Ja","Weil sie besser ist ","Nein","Nein","Nein","Nein","Nein","Nein","Ja","","Nein","","","","","Ja","","Ja","Nicht meinen echten Namen und meine echte Adresse angegeben ","Ja","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","3","3","1","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Nein","","Nein","","3","1","2","3","4","2","2","männlich","16.0000000000","Kein Abschluss","","Nicht Berufstätig","","3","3","Nein","","578.51","295.26","","","","","","","","64.38","","","","","","24.18","","","","","","","70.71","","","","","","","","","74.97","","","","","","49.01","","","","","","","",""
"25","1980-01-01 00:00:00","6","de","Ja","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","2","4","1","4","1","3","1","1","1","1","1","5","1","1","1","2","Nachdem ich einen ertsellt hatte, brauchte ich einen für mein Android, nun habe ich zwei.","4","2","4","Nutze ich nicht","4","3","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","4","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Weiß nicht","Ja","1","Ja","www.yahoo.de
www.ecosia.de","Ja","Kenne ich seit meiner Kindheit und habe mich so daran gewöhnt.","Ja","Ja","Ja","Ja","Ja","Nein","Nein","","Nein","","","","","Nein","Ja","","","Weiß nicht","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","keines","1","1","2","Ja","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","Weiß nicht","","2","1","1","1","4","1","3","weiblich","23.0000000000","Abitur/Fachabitur","","In Ausbildung","","1","1","Nein","","833.99","174.1","","","","","","","","162.07","","","","","","29.06","","","","","","","58.79","","","","","","","","","366.42","","","","","","43.55","","","","","","","",""
"26","1980-01-01 00:00:00","6","de","Nein","Ja","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","2","5","1","2","1","5","1","1","1","1","5","1","1","1","3","1","","5","1","1","Nutze ich nicht","3","5","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","4","Nutze ich nicht","Nutze ich nicht","2","Nutze ich nicht","Ja","Ja","2","Ja","","Ja","Gewohnheit","Ja","Nein","Ja","Nein","Nein","Ja","Nein","","Nein","","","","","Nein","Ja","","","Weiß nicht","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","2","2","1","Ja","Ja","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","Nein","","2","1","2","2","4","2","4","männlich","48.0000000000","Bachelor/Master/Diplom","","Berufstätig","","2","3","Nein","","388.58","162.32","","","","","","","","42.09","","","","","","25.96","","","","","","","45.81","","","","","","","","","72.29","","","","","","40.11","","","","","","","",""
"28","1980-01-01 00:00:00","6","de","Ja","Ja","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","3","1","2","5","3","4","2","3","2","1","2","3","2","2","1","1","","5","1","Nutze ich nicht","1","4","5","1","1","3","1","Nutze ich nicht","2","4","2","Nutze ich nicht","Nutze ich nicht","Ja","Ja","3","Ja","Bing, Ecosia, yahoo, duckduckgo (oder so)","Ja","Ich bin durch mehrere eigene Vergleiche zu dem Ergebnis gekommen, dass Google den besseren Algorithmus hat, die für mich praktischen Ergebnisse zu finden.","Nein","Nein","Nein","Ja","Nein","Ja","Nein","","Nein","","Nein","","","Ja","","Ja","Benutzung des Tor Browsers ohne im Googleaccount eingeloggt zu sein.","Ja","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","1","1","3","Ja","Nein","Ja","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Ja","Ja","","Nein","","1","1","1","1","2","1","5","männlich","19.0000000000","Abitur/Fachabitur","","Student/-in","","3","3","Nein","Die Frage ""Meine Daten sind bei Google sicher"" ist insofern uneindeutig, da nicht spezifiert, ob bezüglich martwirtschaftlicher Nutzung, Weitergabe oder Diebstahl.","761.47","220.89","","","","","","","","189.66","","","","","","63.57","","","","","","","93.26","","","","","","","","","117.23","","","","","","76.86","","","","","","","",""
"29","1980-01-01 00:00:00","6","de","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Nein","Nein","5","5","3","2","3","1","4","1","5","3","2","3","2","3","3","4","1","","5","5","4","1","4","5","Nutze ich nicht","Nutze ich nicht","4","1","1","5","1","3","3","3","Ja","Ja","1","Ja","","Ja","Einfach und gut zu benutzen","Ja","Nein","Ja","Nein","Ja","Ja","Nein","","Weiß nicht","","","","","Nein","Ja","","","Weiß nicht","Nein","Ja","Ja","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","","3","3","1","Ja","Ja","Ja","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Ja","Ja","Nein","Nein","","Nein","","3","1","3","3","3","3","4","weiblich","22.0000000000","Bachelor/Master/Diplom","","Student/-in","","3","2","Ja","","526.45","213.96","","","","","","","","72.33","","","","","","32.09","","","","","","","61.67","","","","","","","","","72.07","","","","","","74.33","","","","","","","",""
"30","1980-01-01 00:00:00","6","de","Ja","Ja","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","1","1","3","1","2","1","1","3","1","1","1","1","1","1","1","1","0","","Nutze ich nicht","Nutze ich nicht","2","Nutze ich nicht","1","Nutze ich nicht","Nutze ich nicht","1","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Ja","Ja","1","Ja","metager","Nein","","Ja","Ja","Ja","Ja","Ja","Ja","Nein","NSA","Nein","","","","","Nein","Ja","","","Ja","Ja","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Ja","Nein","Nein","Nein","","1","1","1","Ja","Ja","Ja","Ja","Ja","Ja","Ja","Ja","Ja","Nein","Ja","Ja","Ja","Ja","","Nein","","1","1","1","1","1","1","5","männlich","56.0000000000","Bachelor/Master/Diplom","","Berufstätig","","5","5","Nein","","481.9","147.41","","","","","","","","42.98","","","","","","79.53","","","","","","","55.38","","","","","","","","","77.9","","","","","","78.7","","","","","","","",""
"31","1980-01-01 00:00:00","6","de","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","1","4","2","4","1","2","1","1","3","1","4","4","1","1","2","2","Ein ehemaliger Youtube-Account, sowie ein ehemaliger Google-Account.","5","Nutze ich nicht","4","2","5","5","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","3","Nutze ich nicht","1","3","Nutze ich nicht","1","Nutze ich nicht","Ja","Ja","2","Ja","","Ja","Leider hat die Google Suche als einzige eine annehmbare Qualität in den Suchergebnissen. Ja, mir ist klar, dass sich das eher ändern würde, wenn ich alternative Suchen benutzen würde.","Nein","Nein","Nein","Nein","Nein","Ja","Nein","","Nein","","","","","Nein","Ja","","","Ja","Weiß nicht","Ja","Nein","Ja","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","","2","2","3","Ja","Ja","Ja","Ja","Ja","Ja","Ja","Ja","Ja","Ja","Ja","Ja","Ja","Ja","","Weiß nicht","","3","1","1","2","3","3","4","männlich","22.0000000000","Abitur/Fachabitur","","Student/-in","","5","3","Ja","","446.73","170.23","","","","","","","","75.54","","","","","","42.3","","","","","","","54.49","","","","","","","","","69.66","","","","","","34.51","","","","","","","",""
"32","1980-01-01 00:00:00","6","de","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","2","5","1","5","1","3","1","1","3","1","2","3","3","1","3","1","","5","Nutze ich nicht","5","Nutze ich nicht","5","4","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","3","Nutze ich nicht","1","2","4","5","5","Ja","Ja","4","Ja","Yahoo, Bing","Ja","Weil aus der Erfahrung zuverlässiger.","Nein","Nein","Nein","Nein","Nein","Ja","Nein","","Ja","Ich kriege, was ICH brauchen kann, nicht das, was andre brauchen können.","","","","Nein","Nein","","","Ja","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","","4","3","3","Ja","Ja","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Ja","Ja","Nein","","Weiß nicht","","4","2","4","4","4","4","2","männlich","25.0000000000","Abitur/Fachabitur","","Student/-in","","4","3","Nein","Worte statt Nummern verwenden! Bin von Umfragen gewohnt, dass es von ""häufig"" (links) bis ""selten"" (rechts) geht und nicht andersrum, sodass ich erstmal alles ändern durfte, als ich bemerkt habe, wie die Zahlen hier funktionieren.","1825.98","822.11","","","","","","","","405.23","","","","","","166.55","","","","","","","127.66","","","","","","","","","194.06","","","","","","110.37","","","","","","","",""
"33","1980-01-01 00:00:00","6","de","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Nein","Nein","Ja","Nein","3","1","5","5","3","1","4","2","1","1","1","1","1","1","1","2","2","neues Handy","2","Nutze ich nicht","4","4","3","4","Nutze ich nicht","1","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","1","Nutze ich nicht","Nutze ich nicht","2","Nutze ich nicht","Weiß nicht","Ja","2","Ja","Bing","Ja","Beste und zutreffende Antworten","Nein","Nein","Ja","Ja","Nein","Nein","Nein","","Nein","","","","","Weiß nicht","","","","Weiß nicht","Ja","Nein","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","","2","2","1","Ja","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","Nein","","3","1","1","2","1","1","4","weiblich","20.0000000000","Abitur/Fachabitur","","Student/-in","","3","1","Nein","","365.01","145.37","","","","","","","","47.2","","","","","","29.67","","","","","","","36.86","","","","","","","","","78.19","","","","","","27.72","","","","","","","",""
"34","1980-01-01 00:00:00","6","de","Ja","Ja","Nein","Ja","Nein","Nein","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","1","1","5","4","1","5","1","1","1","3","2","4","1","1","1","2","Trennung Arbeit, Privat","5","Nutze ich nicht","Nutze ich nicht","5","4","5","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","4","1","4","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Ja","Ja","2","Ja","Yahoo","Ja","Nutzerfreundlichkeit","Nein","Nein","Nein","Nein","Nein","Nein","Ja","","Nein","","","","","Nein","Ja","","","Weiß nicht","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Keine Änderung","2","2","1","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Nein","","Nein","","3","1","4","3","5","2","4","männlich","43.0000000000","Bachelor/Master/Diplom","","Berufstätig","","4","4","Ja","","386.35","139.34","","","","","","","","67.8","","","","","","31.64","","","","","","","60.7","","","","","","","","","56.48","","","","","","30.39","","","","","","","",""
"35","1980-01-01 00:00:00","6","de","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","1","5","5","4","1","5","1","5","5","1","5","3","3","4","5","5","1","","5","Nutze ich nicht","Nutze ich nicht","2","5","5","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","4","3","3","Nutze ich nicht","Nutze ich nicht","Ja","Ja","2","Ja","Ja, verwende ich regelmäßig als alternative. Aber hinzu zähle ich auch Suchmaschinen, die die Google-engine verwenden.","Ja","Hat im Durschnitt die wesentlich besseren Ergebnisse als andere Anbieter. Liegt sehr wahrscheinlich darin, dass Google Cookies,etc. zum tracken verwendet & besser verarbeitet.","Ja","Ja","Ja","Ja","Ja","Ja","Nein","","Weiß nicht","","Weiß nicht","","","Nein","Ja","","","Weiß nicht","Weiß nicht","Nein","Nein","Nein","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Nein","","3","3","1","Ja","Ja","Ja","Nein","Nein","Nein","Ja","Ja","Nein","Nein","Nein","Nein","Ja","Nein","","Nein","","2","2","2","2","2","2","4","männlich","22.0000000000","Bachelor/Master/Diplom","","Student/-in","","3","3","Ja","Ironie mit den Perönlichen Angaben am Ende ;)

Zu den Angaben was weiss Google über mich [Alter, Wohnort, etc.]:
Vieles ist abhängig davon, wie lange deren Historie über meine Suchen gespeichert wird. Deswegen sind Angaben nur über die ca. letzten 3 Jahre gültig. Sonst wäre fast alles angekreuzt. [Hab vergessen, Beruf anzukreuzen, die wissen 100% was ich mache]

Wie stark wird zwischen Unternehmen information ausgetauscht:
- In den meisten Lizenzvereinbarungen(dieser Unternehmen Stand 2011?, sogar vom Staat[Meldungsbehörde]) steht, dass ein Austausch an Informationen an dritte nicht ausgeschlossen wird, zwar im Rahmen vertrauenswürdiger Partner, dennoch.

Allgemein:
Vieles dieser Angaben ist stark von der NSA-Affäre beeinflusst. [ ps.: viel spass mit den Flags ;) ]","1385.19","247.73","","","","","","","","174.94","","","","","","94.06","","","","","","","107.3","","","","","","","","","201.84","","","","","","559.32","","","","","","","",""
"36","1980-01-01 00:00:00","6","de","Ja","Ja","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","3","4","1","5","2","4","3","5","2","3","1","2","1","1","5","mehr als 2","Da mehrere Mail Accounts verwende","5","4","3","1","5","5","3","4","4","3","4","1","3","2","5","1","Ja","Ja","3","Ja","Bing
Yahoo","Ja","Übersichtlichkeit der Suchergebnisse 
(Subjektive Wahrnehmung) besserer Treffer
Gewohnheit","Ja","Ja","Ja","Ja","Ja","Ja","Nein","","Nein","","","","","Nein","Ja","","","Weiß nicht","Nein","Nein","Nein","Ja","Nein","Ja","Ja","Ja","Ja","Ja","Nein","Nein","","4","3","4","Ja","Ja","Ja","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Ja","Ja","Ja","Nein","","Nein","","5","2","5","5","4","4","3","männlich","23.0000000000","Bachelor/Master/Diplom","","Student/-in","","4","3","Ja","","658.8","248.35","","","","","","","","119.03","","","","","","46.05","","","","","","","57.07","","","","","","","","","126.84","","","","","","61.46","","","","","","","",""
"37","1980-01-01 00:00:00","6","de","Ja","Ja","Nein","Ja","Nein","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Ja","Nein","2","1","5","3","1","1","3","4","1","1","1","3","1","1","1","1","0","","2","Nutze ich nicht","5","2","Nutze ich nicht","2","Nutze ich nicht","2","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","2","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Ja","Ja","1","Ja","","Ja","Weils schnell geht","Nein","Nein","Nein","Nein","Nein","Ja","Nein","","Nein","","","","","Nein","Ja","","","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Ja","Nein","Nein","Nein","","2","2","2","Ja","Nein","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Nein","","Ja","","2","1","2","2","2","2","4","männlich","62.0000000000","Abitur/Fachabitur","","Sonstiges","ATZ","5","5","Ja","","400.42","150.78","","","","","","","","51.31","","","","","","32.91","","","","","","","44.52","","","","","","","","","64.62","","","","","","56.28","","","","","","","",""
"38","1980-01-01 00:00:00","6","de","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","1","3","1","5","1","4","1","1","2","1","3","3","1","1","1","1","","5","Nutze ich nicht","3","Nutze ich nicht","4","4","1","Nutze ich nicht","Nutze ich nicht","2","Nutze ich nicht","1","3","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Ja","Ja","3","Ja","Bing, Web.de, Yahoo.com","Ja","Aus Gewohnheit, ist am einfachsten und die Website ist schön schlicht gehalten und gefühlt die besten Ergebnisse.","Nein","Nein","Ja","Nein","Ja","Nein","Nein","","Nein","","","","","Nein","Ja","","","Ja","Weiß nicht","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","3","2","3","Ja","Ja","Nein","Nein","Nein","Nein","Ja","Ja","Ja","Nein","Nein","Nein","Ja","Nein","","Nein","","4","2","4","3","4","2","3","männlich","24.0000000000","Bachelor/Master/Diplom","","Student/-in","","5","5","Ja","","476.72","138.63","","","","","","","","101.17","","","","","","52.9","","","","","","","45.99","","","","","","","","","85.62","","","","","","52.41","","","","","","","",""
